file	query	events	bytes
af_plugin/handlers/vpn_error_counts_handler.cpp	"""vpn_error_counts_handler::doGet, exception while getting information of vpn_error_counts ..."""	-1	-1
af_plugin/handlers/si_ip_reputation_handler.cpp	"""si_ip_reputation_handler::get_response_count duration_summary """	-1	-1
af_plugin/handlers/si_ip_reputation_handler.cpp	"""si_ip_reputation_handler::get_response duration_summary """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::reset_cache start"""	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""Reset_cache total levels in cache are """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""Reset_cache level """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""Reset_cache for key """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""Reset_cache for key """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::reset_cache not able to malloc for cache_key_map_local"""	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::reset_cache not able to get lock after """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::reset_cache exception occur."""	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::reset_cache done."""	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_producer for level """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_producer """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_producer """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_producer """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_producer """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_producer """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_producer """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_consumer for level """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_consumer for level """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_consumer not """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_consumer for level """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_consumer Cache limit of "" AND "" reached, clearing cache object of level """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_consumer for level """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_consumer not able to malloc for cache_key_map_local"""	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_consumer not able to acuquire lock after """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_consumer exception occur."""	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::props_consumer for level """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::set_cache for level """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::set_cache for level """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::validate_and_get_last_update_time """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::validate_and_get_last_update_time """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::validate_and_get_last_update_time """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""Found last updated time in cache as """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::validate_and_get_last_update_time not """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::validate_and_get_last_update_time exception occur."""	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::validate_and_get_last_update_time """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::validate_and_get_cache return value from validate_and_get_last_update_time is """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::validate_and_get_cache """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::validate_and_get_cache """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::validate_and_get_cache """	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::validate_and_get_cache exception occur."""	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::validate_and_get_cache Cache HIT...."""	-1	-1
af_plugin/handlers/NitroCacheModule.cpp	"""NitroCacheModule::validate_and_get_cache Cache MISS...."""	-1	-1
af_plugin/handlers/device_handler.cpp	"""device_handler::get_response table_type is"""	-1	-1
af_plugin/handlers/device_handler.cpp	"""device_handler::doPut """	-1	-1
af_plugin/handlers/device_handler.cpp	"""device_handler::getDeviceInfo, not able to fetch instance information for ip_address """	-1	-1
af_plugin/handlers/device_handler.cpp	"""device_handler::getDeviceInfoByIpAddress, NS Case for ip_address "" AND "", display_name is """	-1	-1
af_plugin/handlers/device_handler.cpp	"""device_handler::getDeviceInfoByIpAddress, not able to fetch instance information for ip_address """	-1	-1
af_plugin/handlers/si_violation_action_handler.cpp	"""si_violation_action_handler::all_report_obj_finish_callback_handler """	-1	-1
af_plugin/handlers/hdx_desktop_session_inactive_handler.cpp	"""hdx_desktop_session_inactive:: session duration is: """	-1	-1
af_plugin/handlers/hdx_desktop_session_inactive_handler.cpp	""" ica_session_inactive_handler:: tabular_report_obj_finish_callback_handler, session_terminate_time_local is zero, session duration will be same for all intervels"""	-1	-1
af_plugin/handlers/domain_handler.cpp	"""domain_handler::get_response_count Invalid table type found. Returning without executing report."""	-1	-1
af_plugin/handlers/domain_handler.cpp	"""domain_handler::get_response_count order_by is"""	-1	-1
af_plugin/handlers/domain_handler.cpp	"""domain_handler::get_domain_rpt Invalid table type found. Returning without executing report."""	-1	-1
af_plugin/handlers/domain_handler.cpp	"""domain_handler::get_domain_rpt table_type is"""	-1	-1
af_plugin/handlers/domain_handler.cpp	"""domain_handler::get_domain_rpt order_by is"""	-1	-1
af_plugin/handlers/domain_handler.cpp	"""domain_handler::get_domain_rpt order_by is"""	-1	-1
af_plugin/handlers/domain_handler.cpp	"""domain_handler::doPut """	-1	-1
af_plugin/handlers/swg_user_details_handler.cpp	""" Report Type """	-1	-1
af_plugin/handlers/swg_user_details_handler.cpp	"""swg_user_details_handler::tabular_report_obj_finish_callback_handler level_2_threshold_low, level_2_threshold_high "" AND "" """	-1	-1
af_plugin/handlers/swg_user_details_handler.cpp	"""swg_user_details_handler::tabular_report_obj_finish_callback_handler level_2_threshold_low, level_2_threshold_high "" AND "" """	-1	-1
af_plugin/handlers/swg_user_details_handler.cpp	"""swg_user_details_handler::tabular_report_obj_finish_callback_handler level_2_threshold_low, level_2_threshold_high "" AND "" """	-1	-1
af_plugin/handlers/security_app_dashboard_details_handler.cpp	"""security_app_dashboard_details_handler::doGet returning no attrs passed """	-1	-1
af_plugin/handlers/security_app_dashboard_details_handler.cpp	"""     trend     vserver_key         """	-1	-1
af_plugin/handlers/security_app_dashboard_details_handler.cpp	"""     trend      vserverIt-second         """	-1	-1
af_plugin/handlers/security_app_dashboard_details_handler.cpp	"""DB Exception security_app_dashboard_details_handler::doGet """	-1	-1
af_plugin/handlers/vpn_error_reports_handler.cpp	"""vpn_error_reports_handler::get_response, function starts from here ..."""	-1	-1
af_plugin/handlers/vpn_error_reports_handler.cpp	"""vpn_error_details_handler::get_response, flag is not found in filter props..."""	-1	-1
af_plugin/handlers/vpn_error_reports_handler.cpp	"""vpn_error_reports_handler::get_response, function ends here ..."""	-1	-1
af_plugin/handlers/threshold_breach_timeline_handler.cpp	"""threshold_breach_timeline_handler::get_response:: Fetched the duration information: """	-1	-1
af_plugin/handlers/anomaly_summary_handler.cpp	"""anomaly_summary_handler::doGet, summary query "" AND "" Auth scope needed """	-1	-1
af_plugin/handlers/anomaly_summary_handler.cpp	"""anomaly_summary_handler::doGet, bindings "" AND "","""	-1	-1
af_plugin/handlers/anomaly_summary_handler.cpp	"""anomaly_summary_handler::doGet, exception in executing the query """	-1	-1
af_plugin/handlers/anomaly_summary_handler.cpp	"""anomaly_summary_handler::getSummaryQuery, required parmaters are missed"""	-1	-1
af_plugin/handlers/anomaly_summary_handler.cpp	"""anomaly_summary_handler::getSummaryQuery, condition string : """	-1	-1
af_plugin/handlers/app_health_dashboard_details_handler.cpp	""" app_summary_handler::doGet returning no attrs passed """	-1	-1
af_plugin/handlers/app_health_dashboard_details_handler.cpp	"""app_summary_handler::doGet AppMap :"""	-1	-1
af_plugin/handlers/app_health_dashboard_details_handler.cpp	"""DB Exception app_health_dashboard_details_handler::doGet """	-1	-1
af_plugin/handlers/app_health_dashboard_details_handler.cpp	""" app_health_dashboard_details_handler::get_analytics_tenant_scope Get tenant scope Start"""	-1	-1
af_plugin/handlers/app_health_dashboard_details_handler.cpp	"""Get User details: """	-1	-1
af_plugin/handlers/app_health_dashboard_details_handler.cpp	"""vsrv_ip :"" AND "" appName: """	-1	-1
af_plugin/handlers/app_health_dashboard_details_handler.cpp	"""Exception ..... Get Tenant App Map End"""	-1	-1
af_plugin/handlers/app_health_dashboard_details_handler.cpp	"""Get Tenant App Map End"""	-1	-1
af_plugin/handlers/client_handler.cpp	"""client_handler::get_response_count Invalid table type found. Returning without executing report."""	-1	-1
af_plugin/handlers/client_handler.cpp	"""client_handler::get_response_count order_by is"""	-1	-1
af_plugin/handlers/client_handler.cpp	"""client_handler::get_response Invalid table type found. Returning without executing report."""	-1	-1
af_plugin/handlers/client_handler.cpp	"""client_handler::get_response table_type is """	-1	-1
af_plugin/handlers/client_handler.cpp	"""client_handler::get_response order_by is"""	-1	-1
af_plugin/handlers/client_handler.cpp	"""client_handler::get_response No valid case for table_type is """	-1	-1
af_plugin/handlers/client_handler.cpp	"""client_handler::get_response order_by is"""	-1	-1
af_plugin/handlers/af_generic_api_handler.cpp	"""[Tenant: "" AND ""] DB Exception af_generic_api_handler::doGet actual_handler_obj    NULL"""	-1	-1
af_plugin/handlers/af_generic_api_handler.cpp	"""[Tenant: "" AND ""] DB Exception af_generic_api_handler::doGet """	-1	-1
af_plugin/handlers/af_generic_api_handler.cpp	"""[Tenant: "" AND ""] DB Exception af_generic_api_handler::doGet IN THE END"""	-1	-1
af_plugin/handlers/vpn_error_details_handler.cpp	"""vpn_error_details_handler::get_response, function starts from here ..."""	-1	-1
af_plugin/handlers/vpn_error_details_handler.cpp	"""vpn_error_details_handler::get_response, flag is not found in filter props..."""	-1	-1
af_plugin/handlers/vpn_error_details_handler.cpp	"""vpn_error_details_handler::get_response, function ends here ..."""	-1	-1
af_plugin/handlers/web_summary_handler.cpp	"""web_summary_handler::doGet """	-1	-1
af_plugin/handlers/web_summary_handler.cpp	"""web_summary_handler::doGet tenant_name "" AND "" report_type """	-1	-1
af_plugin/handlers/web_summary_handler.cpp	"""web_summary_handler::doGet:: props size is  """	-1	-1
af_plugin/handlers/web_summary_handler.cpp	"""DB Exception web_summary_handler::execute insight rpt """	-1	-1
af_plugin/handlers/http_req_method_handler.cpp	"""http_req_method_handler::get_response_count Invalid table type found. Returning without executing report."""	-1	-1
af_plugin/handlers/http_req_method_handler.cpp	"""http_req_method_handler::doGet order_by is"""	-1	-1
af_plugin/handlers/http_req_method_handler.cpp	"""http_req_method_handler::get_http_mths Invalid table type found. Returning without executing report."""	-1	-1
af_plugin/handlers/http_req_method_handler.cpp	"""http_req_method_handler::get_http_mths table_type is"""	-1	-1
af_plugin/handlers/http_req_method_handler.cpp	"""http_req_method_handler::get_http_mths order_by is"""	-1	-1
af_plugin/handlers/http_req_method_handler.cpp	"""http_req_method_handler::get_http_mths order_by is"""	-1	-1
af_plugin/handlers/http_resp_status_handler.cpp	"""http_resp_status_handler::get_response_count Invalid table type found. Returning without executing report."""	-1	-1
af_plugin/handlers/http_resp_status_handler.cpp	"""http_resp_status_handler::doGet order_by is"""	-1	-1
af_plugin/handlers/http_resp_status_handler.cpp	"""http_resp_status_handler::get_response Invalid table type found. Returning without executing report."""	-1	-1
af_plugin/handlers/http_resp_status_handler.cpp	"""http_resp_status_handler::get_response table_type is"""	-1	-1
af_plugin/handlers/http_resp_status_handler.cpp	"""http_resp_status_handler::get_response order_by is"""	-1	-1
af_plugin/handlers/http_resp_status_handler.cpp	"""http_resp_status_handler::get_response order_by is"""	-1	-1
af_plugin/handlers/cb_application_handler.cpp	"""cb_application_handler:: summary callback changing compression ratio from "" AND "" to 1.0."""	-1	-1
af_plugin/handlers/cb_application_handler.cpp	"""cb_application_handler:: linechart callback changing compression ratio from "" AND "" to 1.0."""	-1	-1
af_plugin/handlers/cb_application_handler.cpp	"""cb_application_handler:: tabular callback changing compression ratio from "" AND "" to 1.0."""	-1	-1
af_plugin/handlers/cb_application_handler.cpp	"""cb_application_handler::doGet :: get_response: "" AND "" summary_specific: """	-1	-1
af_plugin/handlers/cb_application_handler.cpp	"""Inside is_order_type."""	-1	-1
af_plugin/handlers/cb_application_handler.cpp	"""Inside is_order_type not summary so table."""	-1	-1
af_plugin/handlers/cb_application_handler.cpp	"""cb_application_handler::doGet :: get_response: order by: "" AND "" type: """	-1	-1
af_plugin/handlers/cb_application_handler.cpp	"""Inside is_order_type not table"""	-1	-1
af_plugin/handlers/cb_application_handler.cpp	"""Inside is duration summary report"""	-1	-1
af_plugin/handlers/cb_application_handler.cpp	"""Inside final else"""	-1	-1
af_plugin/handlers/hdx_desktop_handler.cpp	"""hdx_desktop_handler::doGet """	-1	-1
af_plugin/handlers/hdx_desktop_handler.cpp	"""hdx_desktop_handler::doGet :: get_ica_desktop_hop_detail props size is  """	-1	-1
af_plugin/handlers/hdx_desktop_handler.cpp	"""DB Exception hdx_desktop_handler::execute insight rpt """	-1	-1
af_plugin/handlers/hdx_desktop_handler.cpp	"""hdx_desktop_handler::tabular_report_obj_finish_callback_handler, Duration of the session is: """	-1	-1
af_plugin/handlers/si_device_handler.cpp	"""si_device_handler::get_response  1"""	-1	-1
af_plugin/handlers/si_device_handler.cpp	"""si_device_handler::get_response  2"""	-1	-1
af_plugin/handlers/ica_app_timeline_handler.cpp	"""ica_app_timeline_handler::doGet :: ica_app_timeline_handler::duration_summary_report_obj_finish_callback_handler temp_props.size """	-1	-1
af_plugin/handlers/user_agent_handler.cpp	"""user_agent_handler::get_response_count Invalid table type found. Returning without executing report."""	-1	-1
af_plugin/handlers/user_agent_handler.cpp	"""user_agent_handler::doGet order_by is"""	-1	-1
af_plugin/handlers/user_agent_handler.cpp	"""user_agent_handler::get_response Invalid table type found. Returning without executing report."""	-1	-1
af_plugin/handlers/user_agent_handler.cpp	"""user_agent_handler::get_response table_type is"""	-1	-1
af_plugin/handlers/user_agent_handler.cpp	"""user_agent_handler::get_response order_by is"""	-1	-1
af_plugin/handlers/user_agent_handler.cpp	"""user_agent_handler::get_response order_by is"""	-1	-1
af_plugin/handlers/ica_server_session_hop_detail_handler.cpp	"""Session_hop_distribution::session_id is present here...."""	-1	-1
af_plugin/handlers/app_unit_backend_handler.cpp	"""app_unit_backend_handler::get_response_count Invalid table type found. Returning without executing report."""	-1	-1
af_plugin/handlers/app_unit_backend_handler.cpp	"""app_unit_backend_handler::get_response_count order_by is"""	-1	-1
af_plugin/handlers/app_unit_backend_handler.cpp	"""app_unit_backend_handler::get_response Invalid table type found. Returning without executing report."""	-1	-1
af_plugin/handlers/app_unit_backend_handler.cpp	"""app_unit_backend_handler::get_response table_type is"""	-1	-1
af_plugin/handlers/app_unit_backend_handler.cpp	"""app_unit_backend_handler::get_response order_by is"""	-1	-1
af_plugin/handlers/app_unit_backend_handler.cpp	"""app_unit_backend_handler::get_response order_by is"""	-1	-1
af_plugin/handlers/cb_branch_handler.cpp	"""cb_client_handler:: linechart callback changing compression ratio from "" AND "" to 1.0."""	-1	-1
af_plugin/handlers/cb_branch_handler.cpp	"""cb_client_handler:: linechart callback changing compression ratio from "" AND "" to 1.0."""	-1	-1
af_plugin/handlers/cb_branch_handler.cpp	"""cb_client_handler:: linechart callback changing compression ratio from "" AND "" to 1.0."""	-1	-1
af_plugin/handlers/cb_branch_handler.cpp	"""cb_branch_handler::doGet :: get_response: "" AND "" summary_specific: """	-1	-1
af_plugin/handlers/cb_branch_handler.cpp	"""Inside is_order_type."""	-1	-1
af_plugin/handlers/cb_branch_handler.cpp	"""Inside is_order_type not summary so table."""	-1	-1
af_plugin/handlers/cb_branch_handler.cpp	"""Inside is_order_type not table"""	-1	-1
af_plugin/handlers/cb_branch_handler.cpp	"""Inside is duration summary report"""	-1	-1
af_plugin/handlers/cb_branch_handler.cpp	"""Inside final else"""	-1	-1
af_plugin/handlers/vpn_app_info_handler.cpp	"""vpn_app_info_handler::doPut """	-1	-1
af_plugin/handlers/ica_session_handler.cpp	"""ica_session_handler::get_response, no geo report found."""	-1	-1
af_plugin/handlers/ica_session_handler.cpp	"""ica_session_handler::get_response, no geo report found."""	-1	-1
af_plugin/handlers/ica_session_handler.cpp	"""ica_session_handler::tabular_report_obj_finish_callback_handler, uptime is less than interval time,  interval bytes should be equal to total bytes."""	-1	-1
af_plugin/handlers/application_name_handler.cpp	"""application_name_handler::get_response_count Invalid table type found. Returning without executing report."""	-1	-1
af_plugin/handlers/application_name_handler.cpp	"""application_name_handler::get_response Invalid table type found. Returning without executing report."""	-1	-1
af_plugin/handlers/si_security_violation_handler.cpp	"""si_security_violation_handler::all_report_obj_finish_callback_handler """	-1	-1
af_plugin/handlers/anomaly_details_handler.cpp	"""anomaly_details_handler::doGet, query string "" AND "" Auth scope needed """	-1	-1
af_plugin/handlers/anomaly_details_handler.cpp	"""anomaly_details_handler::doGet, Bindings "" AND "","""	-1	-1
af_plugin/handlers/anomaly_details_handler.cpp	"""anomaly_details_handler::doGet, exception in executing the query """	-1	-1
af_plugin/handlers/anomaly_details_handler.cpp	"""anomaly_details_handler::doGet, size of result vector """	-1	-1
af_plugin/handlers/anomaly_details_handler.cpp	"""anomaly_details_handler::getAnomalyLineCharts, condition string : """	-1	-1
af_plugin/handlers/anomaly_details_handler.cpp	"""anomaly_details_handler::getAnomalyLineCharts, required parmaters are missed"""	-1	-1
af_plugin/handlers/anomaly_details_handler.cpp	"""anomaly_details_handler::getAnomalyDetails, condition string : """	-1	-1
af_plugin/handlers/anomaly_details_handler.cpp	"""anomaly_details_handler::getAnomalyDetails, required parmaters are missed"""	-1	-1
af_plugin/handlers/ica_user_session_hop_detail_handler.cpp	"""Session_hop_distribution::session_id is present here...."""	-1	-1
af_plugin/handlers/ica_user_handler.cpp	"""ica_user_handler::doGet - search_prop:"" AND "" filter_prop: "" AND "" resource_type: """	-1	-1
af_plugin/handlers/ica_user_handler.cpp	"""Ica_user_handler::doGet-Inserting """	-1	-1
af_plugin/handlers/ica_user_handler.cpp	"""ica_user_handler::tabular_report_obj_finish_callback_handler, user_agents db """	-1	-1
af_plugin/handlers/ica_user_handler.cpp	"""ica_user_handler::tabular_report_obj_finish_callback_handler, user agents "" AND "","""	-1	-1
af_plugin/handlers/ica_user_handler.cpp	"""ica_user_handler::merge_two_result user_props  "" AND "" sessions_props  """	-1	-1
af_plugin/handlers/anomaly_events_handler.cpp	"""anomaly_events_handler::doGet, query string "" AND "" Auth scope needed """	-1	-1
af_plugin/handlers/anomaly_events_handler.cpp	"""anomaly_events_handler::doGet, bindings "" AND "","""	-1	-1
af_plugin/handlers/anomaly_events_handler.cpp	"""anomaly_events_handler::doGet, exception in executing the query """	-1	-1
af_plugin/handlers/anomaly_events_handler.cpp	"""anomaly_events_handler::getEventDetails, required parmaters are missed"""	-1	-1
af_plugin/handlers/anomaly_events_handler.cpp	"""anomaly_events_handler::getEventDetails, condition string : """	-1	-1
af_plugin/handlers/cb_client_handler.cpp	"""cb_client_handler:: linechart callback changing compression ratio from "" AND "" to 1.0."""	-1	-1
af_plugin/handlers/cb_client_handler.cpp	"""cb_client_handler:: linechart callback changing compression ratio from "" AND "" to 1.0."""	-1	-1
af_plugin/handlers/cb_client_handler.cpp	"""cb_client_handler:: linechart callback changing compression ratio from "" AND "" to 1.0."""	-1	-1
af_plugin/handlers/cb_client_handler.cpp	"""cb_client_handler::doGet :: get_response: "" AND "" summary_specific: """	-1	-1
af_plugin/handlers/cb_client_handler.cpp	"""Inside is_order_type."""	-1	-1
af_plugin/handlers/cb_client_handler.cpp	"""Inside is_order_type not summary so table."""	-1	-1
af_plugin/handlers/cb_client_handler.cpp	"""Inside is_order_type not table"""	-1	-1
af_plugin/handlers/cb_client_handler.cpp	"""Inside is duration summary report"""	-1	-1
af_plugin/handlers/cb_client_handler.cpp	"""Inside final else"""	-1	-1
af_plugin/handlers/tcp_stacked_handler.cpp	"""tcp_stacked_handler::doGet: Got report_start_time as """	-1	-1
af_plugin/handlers/tcp_stacked_handler.cpp	"""tcp_stacked_handler::doGet: Got report_end_time as """	-1	-1
af_plugin/handlers/tcp_stacked_handler.cpp	"""DB Exception tcp_stacked_handler::doGet """	-1	-1
af_plugin/handlers/tcp_stacked_handler.cpp	"""tcp_stacked_handler::get_tcp_stacked_rpt: After get_table_level_tag call, values tag:"" AND "", start_rpt_time:"" AND "", end_rpt_time:"" AND ""."""	-1	-1
af_plugin/handlers/tcp_stacked_handler.cpp	"""DB tcp_stacked_handler::get_tcp_stacked_rpt """	-1	-1
af_plugin/handlers/ica_channel_handler.cpp	"""Entering in ica_channel_handler::summary_report_obj_finish_callback_handler"""	-1	-1
af_plugin/handlers/ica_channel_handler.cpp	"""ica_channel_handler::summary_report_obj_finish_callback_handler not valid id found, resorting to default channel."""	-1	-1
af_plugin/handlers/ica_channel_handler.cpp//	"""Removing #channel_number# from properties, line_chart_report_obj_finish_callback_handler"""	-1	-1
af_plugin/handlers/si_app_summary_handler.cpp	"""DB Exception si_app_summary_handler::doGet """	-1	-1
af_plugin/handlers/dns_details_handler.cpp	"""dns_details_handler::doGet, query string """	-1	-1
af_plugin/handlers/dns_details_handler.cpp	"""dns_details_handler::doGet, bindings "" AND "","""	-1	-1
af_plugin/handlers/dns_details_handler.cpp	"""dns_details_handler::doGet, exception in executing the query """	-1	-1
af_plugin/handlers/dns_details_handler.cpp	"""dns_details_handler::doGet, size of result vector """	-1	-1
